tweet_index,tweet_id,date,text,phase,emotions,like_count,retweet_count,impression_count,reply_count,gender,org,matched_keywords,gold_problem,gold_emotion,gold_meaning,gpt_avoidance,gpt_confidence,gpt_reasoning
385,1627823920177872896,2023-02-21 00:14:00,"Dünyanın ve ülkenin dört bir köşesinden yapılan o kadar yardıma rağmen neden depremin 15. gününde hala çadırsız insanlar var sokakta?! 
Delirmemek içten değil bu ülkede!!!
#bölgeyeçadıryollayın https://t.co/IljzmqgwDu",4,['ofke'],2,0,1075,0,female,person,['deprem yardım'],1,1,1,0,high,"Tweet, çadır ihtiyacını vurgulayarak pratik çözüm öneriyor, duygusal bir tepki içeriyor ve yönetim eleştirisiyle toplumsal anlam çıkarıyor."
386,1622704156979986435,2023-02-06 21:09:54,"Ulaş Veysel isimli bir vatandaşımızın çağrısıdır; Yakın Arkadaşım, İki Çocuğu ile enkaz altındalar. Halen YAŞIYORLAR. En son 19.30'da iletişim kurulmuş göçük altındalar ama yardım gitmemiş, YARDIM BEKLENİYOR 
Güneşli Mah. Nusretler Sokak No:6 Elbistan. 05412426367 ve 05374728834",1,['uzuntu'],2,3,164,0,male,person,['enkaz'],1,0,0,0,high,"Tweet, enkaz altındaki kişilerin yerini ve iletişim bilgilerini paylaşarak yardım çağrısında bulunuyor, bu nedenle problem odaklıdır."
387,1624924078615175174,2023-02-13 00:11:04,@haluklevent Bu ve bundan önceki depremlerde çaresiz ve kurtarılmayı bekleyen insanlar için hiçbir ayrım gözetmeksizin bütün dünya ülkeleri mücadele etmiştir. Bu yüzden sizin insanlara insan oldukları için gönülden canla başla yardım ettiğinizi bundan da kar etme amacınız olmadığını bilirler,3,['notr'],0,0,35,0,male,person,['deprem yardım'],0,0,0,0,high,"Tweet, duygusal bir ifade ile insanlara yardım etmenin önemini vurgularken, aynı zamanda toplumsal bir anlam çıkararak yardımın insanlık görevi olduğunu belirtmektedir."
388,1622459048921628672,2023-02-06 04:55:55,"BÖLGENİN AFAD TELEFON NUMARALARI 
AFAD Hatay: 03261120000
AFAD Maraş: 03442214991
AFAD Antep: 03424281118
AFAD Adana: 03222272854
AFAD Adıyaman: 04162161231
AFAD Urfa: 04143137290
#AFAD #deprem #depremdiyarbakır #depremhatay",1,['notr'],33,31,1707,1,male,person,"['#deprem', 'AFAD']",1,0,0,0,high,"Tweet, AFAD telefon numaralarını paylaşarak pratik bir çözüm ve yardım koordinasyonu sağlıyor."
389,1623472476591206401,2023-02-09 00:02:55,"@Selinsabit @halktvcomtr Yasemin/Arif KARAKAYA çifti
K.Maraş Şazibey mahallesi Ebrar Sitesi F Blok.
Bulundukları enkaz da sesler geliyor. Vinç lazım. İnsan gücü yetersiz kalıyor. Enkaz altında kurtarılmayı bekliyorlar!",2,['notr'],0,3,323,0,male,person,['enkaz'],1,0,0,0,high,"Tweet, enkaz altında kalan kişilerin yerini ve ihtiyaç duyulan yardımı belirterek pratik çözüm odaklı bilgi paylaşımı yapıyor."
390,1623250448844001281,2023-02-08 09:20:40,"@mehmeturken @basaranharun @ajans_muhbir Hırsızları mı?İnsanlar can derdinde.Altın vs. dışında söylüyorum.Orada herkes hayatını sürdürmek için çare arıyor.Ben de yaşamak için aynısını yapardım, sen de.Elinde on tane bisküvi, çocuklarının enkaz altından çıkmasını bekleyen, yemeyen babalar var. Umarım senin başına gelmez.",1,"['uzuntu', 'ofke']",0,0,190,3,male,person,['enkaz'],0,1,1,0,high,"Tweet, duygusal ifadeler ve toplumsal anlam çıkarma içeriyor; çaresizlik ve empati vurgulanıyor."
391,1627826202927935489,2023-02-21 00:23:04,“Ben öldükten sonra mezarıma çiçek bırakmanızla ilgilenmiyorum. Ben yaşarken bahçelerimi yaktınız..” demişti şair. O balonlar binlerce çocuğun hayatını kaybettiği enkazların üzerinde değil kahkahalarla koştukları sokaklarda ellerinde olmalıydı.şovunuz bittiyse s*ktirip gidin!!! https://t.co/PFruOwstmj,4,['ofke'],86,7,2335,2,female,person,['enkaz'],0,0,1,0,high,"Tweet, toplumsal eleştiri ve sorumluluk atfı yaparak anlam çıkarma içeriyor."
392,1627825353577336832,2023-02-21 00:19:42,"Birbirinizi sevmedikçe gerçek manada iman etmiş olmazsınız denmiyor mu,
Seven insan kiraya zam yapar mı, stokculuk yapar mı, çalar mı, firsatciliktan vazgecip tevbe edin!

ALLAH bizi uyardı dikkat edin dedi.

#Hatay #depremoldu #YardımParalarıNerede",4,['onaylamama'],2,0,438,0,male,person,"['#deprem', 'deprem yardım']",0,0,1,0,high,"Tweet, dini ve ahlaki bir anlam çıkararak toplumsal sorumluluk ve etik davranışlar üzerine vurgu yapıyor."
393,1627828182962343937,2023-02-21 00:30:57,"@Cinalinindinda3 @huseyinturkeytr @AFADBaskanlik Bilirsin, çünkü bilim diye bir şey var. Peygamberimiz işinizi Allaha bırakın demiyor, işi ehline teslim edin diyor. Sen işini ehline teslim et sonra felaket gelmesin diye dua et. Ateist ülkelerde depremde kimse ölmüyor da müslümanlar da neden ölüyor?",4,['onaylamama'],0,0,15,1,male,person,['AFAD'],0,0,1,0,high,"Tweet, dini ve bilimsel perspektiflerden sorumluluk atfı yaparak toplumsal bir anlam çıkarma çabası içeriyor."
394,1623472087800086530,2023-02-09 00:01:23,"HALA VİNC YOK!
Taha Duymaz kardeşleri ailesi komşuları hâlâ bu enkazın altında ve sesler geliyormuş lütfen yardım gönderin artık insanları ölüme terk etmeyin. Hatay antakya akevler mahallesi 432.sokak no:2/2",2,"['uzuntu', 'ofke']",51,87,7481,2,female,person,['enkaz'],1,1,0,0,high,"Tweet, yardım çağrısı yaparak pratik çözüm arayışında ve duygusal bir ifade içeriyor."
395,1624928623395237888,2023-02-13 00:29:08,"@gizliservis06 Etme kardeşim, halk olarak yalnızız sahipsiziz diyor. ASKER DE HALK, AFAD DA AHBAP DA HALK ZATEN. Yapılara izin verip zamanında müdahale etmeyen devletten bahsediyor adam nerenizden anlıyorsunuz?",3,"['onaylamama', 'ofke']",1,0,56,0,male,person,['AFAD'],0,0,1,0,high,"Tweet, devletin sorumluluğunu vurgulayarak toplumsal bir anlam çıkarma ve eleştiri yapma içermektedir."
396,1627828763709915136,2023-02-21 00:33:15,Bizde artık huzur kalmadı :( uyku kalmadı.. Hiç bu kadar çaresiz hissetmemiştim.. 😞😞😞 #deprem,4,['uzuntu'],8,0,662,0,female,person,['#deprem'],0,1,0,0,high,"Tweet, çaresizlik ve huzursuzluk gibi duygusal ifadeler içeriyor."
397,1627822410576666625,2023-02-21 00:08:00,@haluklevent Sonra dünden beri nasıl olurda “Adıyamanda Malatyada hayat normale döndü”. Peki tsunimani diyorlar. Peki =&gt; Antakyada Iskendurunda denize yakın alanda spor sahasında Afad cadırkent var. Buna ne diceğiz?! Allah yardımcımız olsun! #deprem #hatay #akdeniz,4,"['kaygi', 'ofke']",0,0,617,0,female,person,"['#deprem', 'deprem yardım', 'AFAD']",0,1,0,0,medium,"Tweet, duygusal bir ifade olan 'Allah yardımcımız olsun' ifadesini içeriyor."
398,1626798572078235648,2023-02-18 04:19:38,Sürekli deprem oluyor ve enkaz altımda kalacam korkusu yüzünden uyuyamıyorum delirecem aq,3,"['kaygi', 'korku']",0,0,79,1,male,person,['enkaz'],0,1,0,0,high,"Tweet, deprem korkusu ve uyuyamama gibi duygusal ifadeler içeriyor."
399,1623472045412556807,2023-02-09 00:01:12,"@gutitoli ❗Teyitli, Adanadan arkadaşımın yakınları❗
Adana huzurevleri mahallesi 77201 sokak İhsan Bayram sitesi C blok.
•Neva Ergin (5 aylık bebek)
•Beren Ergin (6 yaşında)
•Umre Ergin (anneleri, kendisi hemşire)
•İlhan Ergin.
Hâlen 14 katlı binanın enkazındalar. @ahbap @BabalaTv",2,['notr'],0,1,7,0,male,person,['enkaz'],1,0,0,0,high,"Tweet, enkaz altında kalan kişilerin bilgilerini ve konumunu paylaşarak yardım çağrısında bulunuyor, bu nedenle problem_focused kategorisine girer."
400,1623472425663881216,2023-02-09 00:02:43,Ekinci mah.Şehit Bilgin sok. No:1 Atilla Eren Apt.Antakya ACİLLLL BÜYÜL VİNÇ LAZIM BÜYÜK MOLOZLAR İÇİN GEREKLİ. GÖÇÜK ALTINDAN HALEN SES GELİYOR. DUYUN SESİMİZİ!! Canlarımızdan ses geliyor duyun!!! #deprem #antakya #hatay #acildeprem,2,['arzu'],3,2,90,0,female,person,['#deprem'],1,1,0,0,high,"Tweet, vinç ihtiyacı gibi pratik bir çözüm talep ederken aynı zamanda duygusal bir yardım çağrısı içeriyor."
401,1623471818672640001,2023-02-09 00:00:18,"Pandemi döneminde tüm dünyaya yardım gönderdiğimizde CHP’liler bize kızıyordu.

Bakın bugün bütün dünya Türkiye için seferber olmuş durumda.

Büyük devlet olmak böyle birşey işte.. #deprem",2,['notr'],22,2,309,2,male,person,"['#deprem', 'deprem yardım']",0,0,1,0,high,"Tweet, Türkiye'nin büyük bir devlet olduğunu vurgulayarak ideolojik bir anlam çıkarma yapıyor."
402,1624927137999331328,2023-02-13 00:23:14,"Askerde Foça jandarma komando okul k.lığı karargahında 7 katlı binanın en alt katında yaşadım depremi ..
Yakın zamanda Düzce'de olan depremde Adapazarı'ndaydım, eyvah yakın bir yerde fena deprem oldu Allah yardımcıları olsun dedim, sallantının şeklinden nerede olduğunu tahmin++",3,"['kaygi', 'korku']",0,0,330,1,male,person,['deprem yardım'],0,1,0,0,medium,"Tweet, deprem sırasında yaşanan korku ve endişeyi ifade ediyor, bu nedenle emotion_focused kategorisine girer."
403,1627820563363135491,2023-02-21 00:00:40,"O mu yaptı, bu mu yaptı, kim ne diyor..
Diyerek vakit harcamak yerine ben şimdi nerdeyim, nerde olmalıydım, aynı durumda ben olsam geride bırakacağım pişmanlıklarım mı yoksa iyi şeylerim mi ağır gelir, diyerek sorgulamak gerek
Evet halimizi sorgulamak gerek kısaca
 #depremoldu https://t.co/NXQKRmY2pj",4,['pismanlik'],4,1,411,0,female,person,['#deprem'],0,0,1,0,high,"Tweet, kişisel ve toplumsal durumun sorgulanması gerektiğini vurgulayarak ahlaki ve ideolojik bir anlam çıkarma çabası içeriyor."
404,1624929392773283842,2023-02-13 00:32:11,"@Yusaisback ailenden biri enkaz altında olsaydı emin ol ilk işin tweet atarken bu insanları etiketlemek olurdu. çünkü koordinasyonu onlar sağladı. 
bu depremde solcusundan sağcısına, ateistinden müslümanına tek yumruk oldu. sen ve senin gibi bazı akpliler hala ayrıştırma peşinde. yazık..",3,['ofke'],0,0,17,0,male,person,['enkaz'],0,0,1,0,high,"Tweet, toplumsal birlik ve ayrışma üzerine ideolojik bir anlam çıkarma ve sorumluluk atfı içeriyor."
405,1627828703722889219,2023-02-21 00:33:01,"Allah'ım deprem bölgesinde yaşayan tüm vatandaşlarımıza yardımını esirgeme, sen onların destekçisi ol, tekrarını gösterme yarabbim. Amin...
#depremoldu #earthquake #Erdbeben https://t.co/eha3uu8WZ6",4,"['umut', 'arzu']",5,0,412,0,male,org,"['#deprem', 'deprem yardım']",0,1,0,0,high,"Tweet, dua ederek duygusal bir ifade ve yardım dileğinde bulunuyor."
406,1627824808267288576,2023-02-21 00:17:32,Vatandaşına çadır bile gönderemeyen ve deprem öncesinde bölgenin deprem bölgesi olduğunu bile bile imar affı çıkartıp insanların ölmesine sebebiyet veren iktidara oy veren vatandaşa kimse kusura bakmasın hakkımı helal etmiyorum. Siz hiç sizin başınıza gelmez sanıyorsunuz.#deprem,4,"['onaylamama', 'ofke']",1,0,191,1,female,person,['#deprem'],0,0,1,0,high,"Tweet, hükümete ve oy verenlere yönelik sorumluluk atfı ve eleştiri içeriyor, bu da meaning_making kategorisine girer."
407,1624924154750271489,2023-02-13 00:11:22,"@ibrahimkaragul Anladimki sende Allah korkusu yok
Sen muslumansan ben senin yanında değilim.afad tamam da
Bir meyve suyunu 10 kişi taşıyan örgütleri yazmışsın.hani akut,hani Ahbap hani madenciler,hani belediyeler,hani itfaiyeciler.
Yaptıkları inşallah gözünle dizine durur da anlarsın.",3,"['onaylamama', 'ofke']",0,0,27,0,male,person,['AFAD'],0,0,1,0,high,"Tweet, sorumluluk atfı ve eleştiri içeren bir anlam çıkarma ifadesi barındırıyor."
408,1624929133661659136,2023-02-13 00:31:09,"Deprem felaketini yaşayan kardeşlerimizle dayanışma amaçlı, çok geniş katılımlı, duygu ve umut dolu ""vefa"" programının tamamını izlemek için ⬇️
https://t.co/JipOMMVy7w

Ülkemizİçin HepBirlikte 
#deprem #earthquake #prayforturkey 

@hizmettenson",3,['umut'],1,3,210,0,male,person,['#deprem'],0,1,0,0,medium,"Tweet, dayanışma ve umut dolu bir programdan bahsederek duygusal bir ifade içeriyor."
409,1624924006968094721,2023-02-13 00:10:47,"@ademtekin54 @Zikrettinnn @HaytapOfficial @hacikodernek @ahbap @ankarapatilikoy Meksika'dan kurtarma ekibiyle  hayat kurtarmak için ülkemize gelen Kurt Köpeği enkazdan can kurtarırken kalp krizinden öldü❗🐾
Dikkat ette seni yemesinler❗
Allah kalbinize vjdan merhamet versin  emi 🤲❗bu depremler niye oluyor diye hiç düşündün mü acaba? İstersen biraz düşün. https://t.co/6ydzjsZs4u",3,['notr'],1,0,298,5,female,person,['enkaz'],0,1,1,0,high,"Tweet, duygusal ifadeler ve toplumsal anlam çıkarma içeriyor; köpeğin ölümü üzerine üzüntü ve depremlerin nedenleri üzerine düşünmeye davet var."
410,1623471852910772225,2023-02-09 00:00:27,Konum Gaziantep Nurdağı saat gece 1 suları depremzedelere yardım ulaştırmak için oluşan trafik Allah devletimize değil milletimize zeval vermesin çünkü burada devletin resmî kurumlarından çok millet var hepinize iyi geceler                          @mahmudsgrr https://t.co/GcG6gNi9Nn,2,['notr'],3,0,233,1,male,person,['deprem yardım'],1,1,1,0,high,"Tweet, yardım ulaştırma çabası (problem_focused), duygusal bir ifade (emotion_focused) ve devlet-millet karşılaştırması yaparak toplumsal bir anlam çıkarma (meaning_making) içeriyor."
411,1623471860389228547,2023-02-09 00:00:28,"@OguzhanUgur ❗Teyitli, Adanadan arkadaşımın yakınları❗
Adana huzurevleri mahallesi 77201 sokak İhsan Bayram sitesi C blok.
•Neva Ergin (5 aylık bebek)
•Beren Ergin (6 yaşında)
•Umre Ergin (anneleri, kendisi hemşire)
•İlhan Ergin.
Hâlen 14 katlı binanın enkazındalar. @ahbap @BabalaTv",2,['notr'],0,0,10,0,male,person,['enkaz'],1,0,0,0,high,"Tweet, enkaz altında kalan kişilerin bilgilerini ve konumunu paylaşarak yardım çağrısında bulunuyor."
412,1622406075654758401,2023-02-06 01:25:25,Yer yerinden oynadı bu yaşıma kadar böyle bir deprem hissetmedim Sen Koru Allah'ım. #deprem,1,['notr'],17,0,1218,5,male,person,['#deprem'],0,1,0,0,high,"Tweet, korku ve dua içeren duygusal bir ifade barındırıyor."
413,1623472102513803264,2023-02-09 00:01:26,Bu gece bizim üzerime düşen görevin sonuna geldik. Hiç durmadan aralıksız saatlerce çalıştık. Bizim için günün en sevindirici olayı adım attığımız an 22 yaşında Kübra kardeşimizi enkazın altından kurtarmak ve diğer kurtarılan vatandaşlarımıza yardım etmek oldu. Buradayız. #HATAY https://t.co/3stI9uRQKf,2,['mutluluk'],600,62,39088,23,male,person,['enkaz'],1,1,0,0,high,"Tweet, enkazdan kurtarma çalışmaları ve yardım etme gibi pratik çözümler içerirken, aynı zamanda kurtarılan kişilere duyulan sevinç gibi duygusal ifadeler de barındırıyor."
414,1627822382168657927,2023-02-21 00:07:54,DEPREM OLACAKMI.? Prof. Dr. Naci Görür: Elazığ'da büyük depremler https://t.co/dfGJROxllN #depremoldu #deprem #depremsondakika,4,['kaygi'],0,0,1075,1,male,person,['#deprem'],0,0,0,0,medium,"Tweet, depremle ilgili bir haber bağlantısı paylaşmakta ancak doğrudan bir çözüm, duygusal ifade, anlam çıkarma veya konuyu hafifletme içermemektedir."
415,1623670187764469762,2023-02-09 13:08:33,"MİLLİ PİYANGO BU HAFTA  
DEVİR OLAN 141 MİLYONU DEPREM BÖLGESİNE GÖNDERSİN ZATEN BU PARA VATANDAŞIN BUNU LÜTFEN ÇOKÇA PAYLAŞALIM ❗️
@millipiyango__
@MilliPiyango_
@TBMMGenelKurulu
#depremsondakika",2,['arzu'],127,127,4994,0,male,person,['#deprem'],1,0,0,0,high,"Tweet, milli piyango parasının deprem bölgesine gönderilmesi için bir öneri sunarak pratik bir çözüm öneriyor."
416,1624928884658520065,2023-02-13 00:30:10,"hatay antakya, kuyulu mah örgü sokak fulya apt ambulans polis lütfen yayın. @ahbap @haluklevent @112acilcagritrt @AKUT_Dernegi @37umke @AFADBaskanlik @DepremDairesi mozaik hastanesinin 200 m ilerisi.",3,['notr'],0,0,122,0,male,person,['AFAD'],1,0,0,0,high,"Tweet, enkaz koordinatları ve yardım çağrısı yaparak pratik çözüm sunuyor."
417,1624926574117019649,2023-02-13 00:20:59,"Maraş ilimize kahraman unvanı 7 şubat 1973, Antep ilimize de gazi unvanı 8 şubat 1921 de verildi. 
iki ilimizde de olan depremler 6 Şubat 2023 tarihinde sırasıyla önce Gaziantep 7.8 sonra Kahramanmaraş 7.5 
Ben kıllandım.. #deprem #haarp #ufo #uzaylılar",3,['notr'],0,0,593,0,male,person,['#deprem'],0,0,1,1,high,"Tweet, depremlerle ilgili komplo teorilerine atıfta bulunarak anlam çıkarma ve ironi yapmaktadır."
418,1622457102101774336,2023-02-06 04:48:11,"Adiyaman merkez Sumerevler mahallesi 1729 sk sefakent sitesi b blok göçük altında yardım bekleniyor @AFADAdiyaman
@AFADBaskanlik",1,['notr'],5,8,1170,1,male,person,['AFAD'],1,0,0,0,high,"Tweet, enkaz altında yardım bekleyen bir yerin bilgisini paylaşarak yardım koordinasyonu sağlamaya çalışıyor."
419,1622921384761430017,2023-02-07 11:33:05,"Beyşehir İlçe Milli Eğitim Müdürlüğümüz tarafından hazırlanan 3.000 kişilik sıcak yemek ve erzak, Kahramanmaraş'ın Pazarcık ilçesinde depremden etkilenen vatandaşlarımıza ulaştırılmak üzere yola çıktı.

@tcmeb @TCKonyaValiligi @gokhanmurat1 #Konyamem #deprem https://t.co/0ApeTRa9Zk",1,['notr'],16,6,938,0,male,org,['#deprem'],1,0,0,0,high,"Tweet, depremden etkilenenlere yönelik sıcak yemek ve erzak yardımı hakkında bilgi veriyor, bu nedenle problem_focused kategorisine girer."
420,1627823570934984704,2023-02-21 00:12:37,"""Ölüm bir eve girince sağ kalanları da biraz öldürüyor.” der Peyami Safa. 
Hepimiz, ölülerin geride bıraktığı ölüleriz aslında.
#deprem",4,['uzuntu'],23,0,746,0,male,person,['#deprem'],0,1,1,0,high,"Tweet, deprem sonrası duygusal bir ifade ve toplumsal anlam çıkarma içeriyor."
421,1623097732121473028,2023-02-07 23:13:49,"Çocuklar ses veriyormuş acil yayalım!!!  Yeni paylasim #antakya
#deprem  #Hatay

@aurasgood @Zellall1 https://t.co/m0Wvg6emdG",1,['notr'],20,46,2384,9,female,person,['#deprem'],1,0,0,0,high,"Tweet, enkaz altındaki çocukların ses verdiğini belirterek acil yayılmasını istemekte, bu da yardım koordinasyonu ve pratik çözüm arayışını gösterir."
422,1627827527497535488,2023-02-21 00:28:20,"Bir gecede toplanan 115 milyar var ama 15 gündür hala çadır yok. Kalan insanları da artçı depremlerde yıkılacak evlerinde öldürmek istiyorlar. 
#Hatay 
#YardımParalarıNerede https://t.co/RwsikWUbWd",4,['ofke'],283,93,40208,4,male,org,['deprem yardım'],0,0,1,0,high,"Tweet, toplanan paraların kullanılmaması üzerinden sorumluluk atfı yaparak toplumsal bir eleştiri ve anlam çıkarma içeriyor."
423,1627823226221985793,2023-02-21 00:11:15,"Bunun ne anlama geldiğini bilen varmı❓

-
#kıyamet #kandilli samandağ #yardımparalarınerede ece üner uyarı kur’an furkan beşiktaş rtük deprem süleyman soylu cnn celal şengör rusya tsunami memur kıbrıs enes vali #depremoldu bismillahirrahmanirahim son dakika ahbap niğde https://t.co/CIn4RWPBn2",4,['kaygi'],35,7,53907,15,male,person,"['#deprem', 'deprem yardım']",0,0,0,1,medium,"Tweet, alakasız etiketler ve karmaşık bir ifade ile konuyu hafifletme veya ironi yapma eğiliminde."
424,1622405926798901254,2023-02-06 01:24:50,Trabzon da fena sallandı.. #DEPREMOLDU,1,['notr'],2,0,587,0,male,person,['#deprem'],0,0,0,0,high,"Tweet sadece deprem olduğunu belirtmekte, herhangi bir duygu ifadesi, anlam çıkarma veya problem çözme içermemektedir."
425,1627822248496181249,2023-02-21 00:07:22,Çabaladığım her şeyin enkazında kalıyorum,4,"['pismanlik', 'uzuntu']",2,0,131,0,male,person,['enkaz'],0,1,0,0,high,"Tweet, çaresizlik ve duygusal bir ifade içeriyor, ancak pratik çözüm, anlam çıkarma veya konuyu hafifletme içermiyor."
426,1622923054123819010,2023-02-07 11:39:43,"@onbirkursun ACİL VİNÇ LAZIM !!🚨🚨
Hatay Antakya Odabaşı Mahallesi Farklı Yaşamlar Rende sitesinde vinç eksiği var lütfen yardımcı olun. Aşağıdan sesler geliyormuş.
#ENKAZALTINDAYİM @AFADBaskanlik @AFADHatay @ahbap @haluklevent @DepremDairesi #hatayyardimbekliyor #seferberlik #deprem",1,['notr'],0,0,21,0,female,person,"['#deprem', 'deprem yardım', 'enkaz', 'AFAD']",1,0,0,0,high,"Tweet, vinç ihtiyacını belirterek yardım çağrısında bulunuyor ve bu nedenle problem odaklı bir yaklaşım sergiliyor."
427,1623471744907354113,2023-02-09 00:00:01,"CHP Lideri Kemal Kılıçdaroğlu, deprem bölgesindeydi. Osmaniye, Hatay ve Kahramanmaraş'ta hem kurtarma çalışmalarıyla ilgili bilgi aldı hem de depremzedeleri dinledi. Kılıçdaroğlu, AFAD'a yardımcı olmak üzere ""Halk Koordinasyon Merkezleri"" kuracaklarını söyledi. https://t.co/3DCuzbPKVC",2,['notr'],58,9,21791,16,male,org,"['deprem yardım', 'AFAD']",1,0,0,0,high,"Tweet, Halk Koordinasyon Merkezleri kurma planı ile pratik çözüm ve yardım koordinasyonu içeriyor."
428,1623271731212218368,2023-02-08 10:45:14,"BEBEGİN AGLAMA SESLERİ GELMİS!!!! Çok acill!!! 
Antakya/Hatay AKEVLER MAHALLESİ 4.AKEVLER SOKAK IRAZ APARTMANI no:9 anne merve mursaloglu
baba haydar mursaloglu
2,5 yasindaki bebek ada mursaloglu
Deniz Mursaloğlu : +90 (546) 672 19 95 @DepremDairesi @AFADBaskanlik @AkturkGFB",1,['notr'],1,8,1007,1,male,person,['AFAD'],1,0,0,0,high,"Tweet, enkaz altında kalan bir ailenin yerini ve iletişim bilgilerini paylaşarak yardım çağrısında bulunuyor, bu nedenle problem odaklı bir yaklaşım sergiliyor."
429,1624927695132930048,2023-02-13 00:25:26,"Afad’ın doğru düzgün bir ekibi koordinatörü falan yok ki. 5. günde eli çekiç bile tutmayan toy çocuklara tulum baret vs. verip çalışma yapılan enkazların başına diktiler sadece. Hangi evrede, neye ihtiyaç olacağını önceden hesaplayan ona göre davranan kimse veya bir yapı yoktu. https://t.co/HQ1KCm0SZP",3,"['onaylamama', 'ofke']",3,0,261,1,male,person,"['enkaz', 'AFAD']",0,0,1,0,high,"Tweet, AFAD'ın yetersizliğine ve organizasyon eksikliğine dair eleştiri yaparak sorumluluk atfında bulunuyor."
430,1627829549030379522,2023-02-21 00:36:22,"#DEPREM
YENIBASLAR-(BINGOL) https://t.co/gV6QVQyiwP
21.02.2023, 03:27:53 TSİ
Büyüklük: 3.0
Derinlik: 1.9 km
#Kandilli",4,['notr'],1417,86,1215485,162,male,org,['#deprem'],1,0,0,0,high,"Tweet, depremle ilgili bilgi paylaşımı yaparak pratik çözüm sunmaktadır."
431,1624922650840555520,2023-02-13 00:05:24,"#DEPREM
SUNNETKOY-ELBISTAN (KAHRAMANMARAS) https://t.co/c0glVvJK0d
13.02.2023, 02:56:02 TSİ
Büyüklük: 3.1
Derinlik: 5.0 km
#Kandilli",3,['notr'],288,16,330273,25,male,org,['#deprem'],1,0,0,0,high,"Tweet, deprem bilgilerini paylaşarak pratik bir çözüm sunuyor ve bilgi paylaşımı yapıyor."
432,1622421208665919494,2023-02-06 02:25:33,"Merkezi Pazarcık olan ülkenin bi çok yerinde hissedilen depremde, Rabbim yar ve yardımcımız olsun. Yaralılara şifalar diliyorum.

#deprem https://t.co/b3xuz8HCo5",1,['notr'],30,6,2041,0,male,person,"['#deprem', 'deprem yardım']",0,1,0,0,high,"Tweet, dua ve iyi dileklerle duygusal destek ifade ediyor."
433,1624923217059102724,2023-02-13 00:07:39,İstanbulda deprem olursa ölenler kurtulur .. Allah kalanlara yardım etsin ...,3,['arzu'],47,1,11788,1,male,person,['deprem yardım'],0,1,1,1,high,"Tweet, duygusal bir ifade içeriyor, toplumsal anlam çıkarıyor ve ironi yaparak konuyu hafifletiyor."
434,1627823183750389763,2023-02-21 00:11:05,AFAD ekibini ayağına çağırıp bahçesine çadır kurduran 27 TR 708 plakalı araç sahibi kim? @gantepvaliligi https://t.co/kwVIldhNHH,4,['notr'],1571,536,159438,62,male,org,['AFAD'],0,0,1,0,high,"Tweet, bir kişiye yönelik sorumluluk atfı ve eleştiri içeriyor."
435,1622603047955316737,2023-02-06 14:28:07,"“Ekıncı mahallesi inönü bulvarı no 78 bulet apartmanı etçim kemal karşısı antakya hatay”

Arkadaşımızın kuzenleri enkaz altında, lütfen paylaşalım 
@AFADHatay @AFADBaskanlik @HatayBSB @HatayValiligi",1,['notr'],1,2,268,1,female,person,"['enkaz', 'AFAD']",1,0,0,0,high,"Tweet, enkaz altında kalan kişilerin yerini belirterek yardım çağrısında bulunuyor, bu da problem odaklı başa çıkma stratejisine girer."
436,1624926670095282178,2023-02-13 00:21:22,"Yok yapi denetimi olmasın gerek yok, yok kaçarı yok taşınmıyorum İstanbul'dan vs. diyerek hiçbir şeyin üstesinden gelemeyiz. Kusura bakmayın ama sizi kurtarmaya kim ne kadar sürede gelir de 1 çanta ile belki de aylarca enkaz altında yaşamayı kendinize uygun görüyorsunuz şuan? https://t.co/qLnnh5KoYu",3,"['onaylamama', 'ofke']",1,0,159,0,male,person,['enkaz'],0,0,1,0,high,"Tweet, yapı denetimi ve kişisel sorumluluk konularında eleştirel bir anlam çıkarma içermektedir."
437,1624922435911929859,2023-02-13 00:04:32,Artık kabus görüyorum. Bir haftadır hep enkaza bakıyoruz. Hayatlarımız enkaza döndü. Hiç iyi değilim.,3,['uzuntu'],0,0,70,0,male,person,['enkaz'],0,1,0,0,high,"Tweet, çaresizlik ve kötü hissetme gibi duygusal ifadeler içeriyor."
438,1623472138303811585,2023-02-09 00:01:35,"GÖÇÜĞÜN ALTINDA DOĞUMU BAŞLAMIŞ LÜTFEN ACİL
75.yıl bulvarı Ürgenpaşa mahallesi mav saray apartmanı no:17 kat:1 daire:6 
Telefon:05372712499
Güncel ve teyitli bilgi hızlı olalım
Hatay 
#acildeprem #AFADhatay @IstanbulAFAD @DepremDairesi @AFADBaskanlik @BabalaTv",2,['notr'],1,6,202,0,female,person,['AFAD'],1,0,0,0,high,"Tweet, doğum yapmak üzere olan bir kişinin göçük altında olduğunu belirterek acil yardım çağrısı yapıyor ve bu nedenle problem odaklı bir yaklaşım sergiliyor."
